1101,Craneotomía para extracción cuerpo extraño; incluye esquirlectomía,9,
1102,Craneotomía para drenaje hematoma epidural o subdural ,20,
1103,Craneotomía para extracción secuestro,8,
1104,Craneotomía para drenaje de hematoma de fosa posterior,20,
1106,Craneotomía para ruptura de senos de duramadre,20,
1107,Trepanación para monitoreo de presión intracraneana,12,
1108,Craneotomía para drenaje hematoma intracerebral,13,
1110,Tratamiento de malformaciones arterio venosas supratentoriales,21,
1111,Tratamiento de malformaciones arterio venosas infratentoriales,23,
1112,Tratamiento de malformaciones arterio venosas de línea media e intraventricular,22,
1113,Apertura de seno cavernoso por fístula o aneurisma,23,
1114,Revascularización supratentorial e infratentorial,22,
1116,Endarterectomía de vaso de cuello,21,
1117,Embolización para cateterismo de arterias intracraneanas,21,
1118,Angioplastia intraluminar,21,
1120,Craneotomía para extirpación adenomas hipofisiarios,22,
1121,Craneotomía para extirpación adenomas hipofisiarios (vía transesfenoidal),22,
1122,Craneotomía para resección de Cráneofaringioma,23,
1123,Craneotomía para drenaje y extracción de tumores intraventriculares (Incluye: quiste coloide del tercer ventrículo),22,
1124,Craneotomía para pinealectomía,23,
1125,Craneotomía para resección de tumores de fosa anterior,20,
1126,Craneotomía para resección de tumores de fosa media,20,
1127,Craneotomía para resección de tumores de fosa posterior,21,
1128,Craneotomía para tumores del ángulo ponto cerebeloso ,22,
1131,Tratamiento por vía anterior para tumores de clivus,23,
1132,Craneotomía para tumores de hoz de cerebro,20,
1133,Craneotomía para tumores de cuerpo calloso,20,
1140,Leucotomía,12,
1141,Lobectomía,20,
1142,Lobotomía (psicocirugía estereotáxica),12,
1143,Hemisferectomía,22,
1144,Extirpación de lesión y/o tejido de las meninges cerebrales,20,
1145,Reparación encéfalocele,20,
1146,Reparación meningocele craneal,20,
1147,Tratamiento de platibasia (Síndrome de Arnold Chiari),22,
1148,Corrección de enfermedad de Crouzón,23,
1149,Injertos intracraneanos (médula suprarrenal),22,
1150,Punción estereotáxica de quistes abcesos y hematomas intracraneanos,20,
1151,Implantación estereotáxica de electrodos y material radio activo,22,
1152,Biopsia esterotáxica de lesiones cerebrales,20,
1160,Corrección hundimiento craneano,12,
1161,Craniectomía lineal,12,
1162,Craneoplastia para corrección de defecto por resección del tumor óseo o infección,20,
1163,Esquirlectomía craneal,12,
1164,Craneoplastia con acrílico,13,
1165,Craneoplastia con remplazo óseo,20,
1166,Tratamiento para descompresión y corrección órbitaria.,21,
1220,Derivación ventrículo atrial,13,
1221,Derivación ventrículo peritoneal,13,
1222,Derivación ventrículo pleural,13,
1223,Derivación ventrículo subaracnoidea cervical,13,
1224,Derivación subduro atrial,13,
1225,Derivación subduro peritoneal,13,
1226,Drenaje de quiste hacia aurícula,13,
1227,Ventriculostomía (drenaje externo),12,
1240,Eliminación de derivación,9,
1241,Revisión de derivación,10,
1250,Punción cisternal,4,
1251,Punción ventricular,5,
1252,Punción subdural,4,
1261,Implantación de marcapasos tipo cerebeloso,20,
1262,Nucleotomía percutánea,22,
1301,Laminectomía para exploración del canal raquídeo uno o más segmentos Extradural Subdural o Intramedular (cervical dorsal lumbar o sacra),20,
1311,Uno o más interespacios cervical toráxica o lumbar unilateral,21,
1313,Uno o más interespacios cervical toráxica o lumbar bilateral,22,
1315,Microdiscoidectomía uno o más interespacios,23,
1321,Laminectomía para mielotomía tipo Bischof dorsal o lumbar,22,
1322,Laminectomía para rizotomía uno o dos segmentos,21,
1323,Laminectomía para rizotomía más de dos segmentos,22,
1324,Laminectomía para cordotomía unilateral en un tiempo cervical o dorsal,21,
1325,Laminectomía para cordotomía bilateral en un tiempo cervical o dorsal,22,
1326,Laminectomía para cordotomía bilateral en dos tiempos cervical o dorsal,23,
1332,Resección de meningocele raquídeo,21,
1334,Resección de meningomieloradiculocele,22,
1335,Tratamiento de diastematomielia,22,
1341,Lesión estereotáxia de la médula percutánea cualquier modalidad inclusive estimulación y/o registro,21,
1342,Estimulación estereotáxica de la médula percutánea o procedimiento separado no seguido de cirugía,12,
1343,Implantación percutánea de electrodos de neuroestimulación epidural o intradural,20,
1344,Laminectomía para implantación de electrodos de neuroestimulación extradurales,20,
1345,Laminectomía para implantación de electrodos de neuroestimulación intradurales,20,
1346,Revisión o remoción de electrodos de neuro estimulación espinales,12,
1347,Incisión para la colocación subcutánea de receptor de neuroestimulación acoplamiento directo o inductivo,12,
1348,Revisión o remoción de receptor de neuroestimulador espinal,12,
1351,Reparación fístula líquido cefalorraquídeo,20,
1352,Injerto dural,20,
1371,Disquectomía cervical abordaje anterior sin artrodesis un solo interespacio,21,
1372,Disquectomía cervical abordaje anterior con artrodesis un solo interespacio,22,
1373,Disquectomía cervical abordaje anterior sin artrodesis dos o más interespacios,22,
1374,Disquectomía cervical abordaje anterior con artrodesis dos o más interespacios,23,
1375,Cirugía de Cloward,23,
1376,Cerclaje cervical,21,
1377,Cerclaje e injerto por listesis,22,
1378,Abordaje transoral por lesión cervical,23,
1380,Descompresión Medular dorsal o dorso lumbar por vía anterior,22,
1381,Descompresión Medular dorsal o lumbar por vía antero lateral,22,
1382,Descomprensión Medular por abordaje costo  vertebral,22,
1383,Discólisis enzimática,12,
1384,Laminectomía y sección de los ligamentos dentados con o sin injerto dural o cervical uno o dos segmentos,21,
1385,Laminectomía y sección de los ligamentos dentados con o sin injerto dural o cervical más de dos segmentos,22,
1386,Laminectomía para resección u oclusión de malformación arteriovenosa de la médula cervical dorsal o dorso lumbar,23,
1387,Microcirugía de raíces médula y nervios por aracnoiditis,22,
1389,Instalación de bomba de infusión para dolor,13,
1401,Anastomosis microquirúrgica de pares craneanos intra o extracraneana,22,
1402,Rizotomía intracraneana para dolor,22,
1403,Descompresión neurovascular en hemiespasmo facial neuralgia del V par tortícolis espasmódica vértigo o neuralgia del glosofaríngeo,23,
1404,Descompresión de nervio facial en peñasco y fosa media,23,
1405,Neurólisis percutánea con radiofrecuencia o sustancias químicas,22,
1406,Rizotomía para dolor abordaje por fosa media,20,
1407,Rizotomía para dolor abordaje por fosa posterior,20,
1408,Gangliolisis con radiofrecuencia,20,
1409,Gangliolisis con fenolización,20,
1501,Simpatectomía o gangliectomía simpática incluye cervical torácica lumbar,12,
1502,Gangliectomía esfenopalatina,20,
1503,Bloqueos simpáticos por regiones,12,
1601,Exploración plejo cervical lumbar o sacro,20,
1610,Descompresión de tronco,13,
1611,Reconstrucción de plejo con neurorrafias,21,
1612,Reconstrucción de plejo con injerto de nervio,22,
1613,Reconstrucción de plejo con neurotizaciones,12,
1614,Resección de banda cervical,12,
1620,Resección tumor plejo,20,
2101,Drenaje glándula lagrimal; incluye saco lagrimal,3,
2102,Extracción cuerpo extraño glándula lagrimal; Incluye saco lagrimal,6,
2110,Dacriocistectomía,7,
2111,Resección de glándula lagrimal,7,
2112,Resección tumor glándula lagrimal,7,
2120,Conjuntivodacriocistorrinostomía,10,
2121,Dacriocistorrinostomía,11,
2130,Plastia de canalículos lagrimales,8,
2140,Remoción cálculos canalículos lagrimales,3,
2141,Entropión punto lagrimal,3,
2142,Ectropión punto lagrimal,3,
2143,Oclusión puntos lagrimales,3,
2210,Cauterización chalazión,3,
2211,Drenaje resección chalazión,5,
2220,Fulguración párpado,3,
2221,Resección tumor benigno párpado,5,
2222,Resección tumor maligno párpado,8,
2223,Tarsectomía,4,
2224,Resección tumor maligno párpado con reconstrucción total,11,
2230,Blefarorrafia,4,
2231,Tarsorrafia,4,
2232,Fijación supratarsal para formar pliegue párpado superior,5,
2240,Corrección ectropión,7,
2241,Corrección entropión,7,
2242,Corrección entropión con exceso de laxitud horizontal,8,
2243,Corrección entropión recurrencia,8,
2244,Entropión por infección con ectropión punto lagrimal,8,
2245,Injerto cartílago tarsal,7,
2246,Injerto párpado (corrección ectropión o entropión),8,
2247,Blefaroplastia,10,
2248,Tarsoplastia,7,
2250,Electrólisis o electrofulguración de pestañas por distriquiasis o triquiasis,4,
2260,Cantoplastia,4,
2261,Cantorrafia,4,
2262,Cantotomía,3,
2263,Corrección epicanto,6,
2264,Corrección epicanto con cuatro colgajos (Mustarde),8,
2265,Corrección telecanto y blefarofimosis por disrrupción orbital,10,
2266,Corrección telecanto blefarofimosis y epicanto (congénita),11,
2270,Corrección ptosis palpebral (resección externa o interna del músculo elevador),11,
2271,Corrección ptosis palpebral (procedimiento de Fassanella y Servat),8,
2272,Corrección ptosis palpebral deslizamiento músculo frontal,9,
2273,Corrección ptosis palpebral con injerto fascia lata,9,
2301,Peritomía total,4,
2302,Resección pterigión,6,
2303,Resección pterigión con injerto de conjuntiva,8,
2304,Resección pterigión reproducido,8,
2305,Resección quiste o tumor conjuntival,6,
2306,Resección quiste o tumor conjuntival con injerto de mucosa,7,
2310,Sutura de la conjuntiva,4,
2311,Injerto de la conjuntiva; incluye transplante y plastia,7,
2312,Corrección simbléfaron,7,
2313,Fotocoagulación de conjuntiva por laser,7,
2401,Descompresión de órbita (excepto vía techo órbita),10,
2402,Drenaje absceso de órbita,4,
2403,Extracción cuerpo extraño de órbita,10,
2410,Resección tumor órbita,11,
